流水號,名稱與備註,教授,學分,時間,教室,選修別,全與半,分發條件內容
52065CEA055-*,社群媒體探勘Social Media Mining,蔡宗翰,3,四ABC/E6-A205,工程五館-A205,選修,半,['系所:限資訊工程學系碩士在職專班。']
52066SE6029-*,物件導向分析與設計Object,鄭永斌,3,四567/E6-A208,工程五館-A208,選修,半,['系所:限資訊工程學系碩士班、資訊工程學系軟體工程碩士班、資訊工程學系AI碩士班、資訊工程學系博士班。']
52067SE6030-*,軟體工程實務Software engineering practices,梁德容鄭永斌,3,四234/E6-A209,工程五館-A209,選修,半,"['系所:限資訊工程學系軟體工程碩士班。', '系所:限資訊工程學系。年級:限三年級、四年級。']"
53001CO1006-*,數位邏輯實驗Digital Logic Circuit  Labs,陳逸民,1,三ABC/E1-223,工程二館-223,必修,半,"['系所:限通訊工程學系、資訊電機學院學士班。年級:限一年級。', '系所:限通訊工程學系、雙主修-通訊工程學系。', '系所:限資訊電機學院學士班。']"
53002CO2001-*,電路學,陳永芳,3,一34/E1-109三2/E1-109,工程二館-109,必修,半,"['系所:限通訊工程學系。年級:限一年級。', '系所:限通訊工程學系、資訊電機學院學士班。', '系所:限輔系-通訊工程學系、雙主修-通訊工程學系、第二專長-通訊工程。']"
53005CO2010-*,電子電路實驗Experimental of Electric Circuits,陳永芳,1,四789/E1-223,工程二館-223,必修,半,"['系所:限通訊工程學系。年級:限二年級。', '系所:限通訊工程學系。年級:限三年級、四年級。', '系所:限資訊電機學院學士班、雙主修-通訊工程學系。', '學制:限學士班。指定課程:必須先修CO2005。', '學制:限學士班。指定課程:必須先修EE2001。']"
53007CO3002-*,通訊實驗IICommunications Experiment II,魏瑞益,1,一ABC/E1-339,工程二館-339,必修,半,"['系所:限通訊工程學系。年級:限三年級。', '系所:限通訊工程學系。年級:限四年級。', '系所:限資訊電機學院學士班、雙主修-通訊工程學系。']"
53010CO3005-*,網路概論Computer Networks通訊系,許獻聰,3,三6/E1-105四34/E1-105,工程二館-105,必修,半,"['系所:限通訊工程學系。年級:限二年級。', '系所:限通訊工程學系。年級:限三年級、四年級。', '系所:限通訊工程學系、資訊電機學院學士班。', '系所:限輔系-通訊工程學系、雙主修-通訊工程學系、第二專長-通訊工程。', '系所:限電機工程學系、資訊工程學系。']"
53011CO3008-*,通訊原理IICommunication Theory II與EE,魏瑞益,3,四34/E1-102五2/E1-102,工程二館-102,必修,半,"['系所:限通訊工程學系。年級:限三年級。', '系所:限通訊工程學系。年級:限四年級。', '系所:限輔系-通訊工程學系、雙主修-通訊工程學系、第二專長-通訊工程。', '系所:限資訊電機學院學士班。', '學制:限學士班。']"
53012CO3020-*,計算機組織Computer Organization,陳彥文,3,四56/E1-109五4/E1-109,工程二館-109,選修,半,"['系所:限通訊工程學系。年級:限三年級、四年級。', '系所:限通訊工程學系。', '系所:限資訊電機學院學士班、雙主修-通訊工程學系。']"
53013CO3024-*,通訊網路實驗Communication Network Experiment,許獻聰胡誌麟陳彥文,3,三ABC/E1-219,工程二館-219,選修,半,"['系所:限通訊工程學系。年級:限三年級、四年級。', '系所:限電機工程學系。年級:限四年級。', '系所:限電機工程學系、資訊電機學院學士班。年級:限三年級。', '系所:限雙主修-通訊工程學系。']"
53014CO3026-*,專題實作IIIndependent StudyII欲修課程學生請先確定專題教師,唐之瑋,3,六ABC/E1-109,工程二館-109,必修,半,['系所:限通訊工程學系。年級:限三年級、四年級。']
53016CO3028-*,電磁波實驗Electromagnetics Laboratories與EE,傅家相張鴻埜,3,一789/E1-102,工程二館-102,選修,半,"['系所:限通訊工程學系。年級:限三年級。', '系所:限通訊工程學系。年級:限四年級。']"
53017CO4003-*,數位訊號處理概論Introduction of Digital Signal Processing,陳逸民,3,五567/E1-111,工程二館-111,選修,半,"['系所:限通訊工程學系。年級:限四年級。', '系所:限通訊工程學系。', '系所:限資訊電機學院學士班。']"
53022CO6065-*,軟體定義無線電平台技術Technology of Software,陳逸民,3,四789/E1-304,工程二館-304,選修,半,['系所:限通訊工程學系碩士班、通訊工程學系博士班。']
53026COA007-*,網際網路交換技術IP Switching,陳彥文,3,五ABC/E1-105,工程二館-105,選修,半,['學制:限碩士在職專班。學院:限資訊電機學院。']
53027COA015-*,行動通訊Mobile  Telecommunication,陳永芳,3,三ABC/E1-101,工程二館-101,選修,半,"['系所:限通訊工程學系碩士在職專班。', '系所:限資訊工程學系碩士在職專班。']"
53028COA021-*,論文,教授群,3,六ABC/E1-101,工程二館-101,必修,半,['系所:限通訊工程學系碩士在職專班。年級:限二年級、三年級、四年級、五年級。']
53029COA029-*,行動通訊系統架構技術Mobile Network Architecture,許獻聰,3,四ABC/E1-105,工程二館-105,選修,半,"['系所:限通訊工程學系碩士在職專班。', '學制:限碩士在職專班。學院:限資訊電機學院。']"
53031COA102-*,專題討論Seminar,陳逸民,1,六34/E1-101,工程二館-101,必修,半,"['系所:限通訊工程學系碩士在職專班。年級:限一年級。', '系所:限通訊工程學系碩士在職專班。']"
54009NLA008-*,論文研究,各教授,3,,,選修,半,['系所:限網路學習科技研究所碩士在職專班。']
54010NLA016-*,論文研究,各教授,3,,,選修,半,['系所:限網路學習科技研究所碩士在職專班。']
54011NLA018-*,數位學習研究方法Research methods of e,吳穎沺,3,四ABC/E6-A406,工程五館-A406,選修,半,['系所:限網路學習科技研究所碩士在職專班。']
54012NLA028-*,視覺化分析系統實作Visual Analytics Techniques and Applications,洪暉鈞,3,三ABC/E6-A406,工程五館-A406,選修,半,['系所:限網路學習科技研究所碩士在職專班。']
54013NLA040-*,數位學習質性研究Qualitative Research of Digital  Learning,施如齡,3,一ABC/E6-A406,工程五館-A406,選修,半,['系所:限網路學習科技研究所碩士在職專班。']
54014NLA044-*,生成式人工智慧與可擴展與可延續的創意學習Generative AI and creative learning with scalability and sustainability,黃武元,3,五ABC/E6-A408,工程五館-A408,選修,半,['系所:限網路學習科技研究所碩士在職專班。']
54015NLA046-*,議題實境遊戲設計Issue,廖長彥,3,二ABC/E6-A408,工程五館-A408,選修,半,['系所:限網路學習科技研究所碩士在職專班。']
56001IP2002-*,資電專題實作,李柏磊陳聿廣孫敏德吳曉光許富皓許鈞瓏陳增益薛木添王尉任鄭國興吳炤民唐英瓚陳慶瀚,3,六789/E1-107,工程二館-107,必修,半,[]
61001AP1001-*,大氣科學概論Introduction to Atmospheric Sciences,鍾高陞朴春星,1,二56/S1-713,科學二館-713,必修,半,"['系所:限大氣科學學系。年級:限一年級。', '系所:限大氣科學學系、輔系-大氣科學系、雙主修-大氣科學系、教育學程-中等教師。', '系所:限地球科學學院學士班。']"
61002AP1006-*,向量分析Vector Analysis,廖宇慶,2,一67/S1-625,科學二館-625,必修,半,"['系所:限大氣科學學系。年級:限一年級。', '系所:限輔系-大氣科學系、雙主修-大氣科學系。', '系所:限大氣科學學系、地球科學學院學士班。']"
61003AP2008-*,應用數學Applied Mathematics,王儷樵,3,二56/S1-802四34/S1-802,科學二館-802,必修,全,"['系所:限大氣科學學系。年級:限二年級。指定課程:必須先修MA1003。且檢定指定課程平均成績達50分以上。', '系所:限大氣科學學系。年級:限三年級、四年級。指定課程:必須先修MA1003。且檢定指定課程平均成績達50分以上。', '系所:限輔系-大氣科學系、雙主修-大氣科學系。指定課程:必須先修MA1003。且檢定指定課程平均成績達50分以上。', '系所:限地球科學學院學士班。年級:限二年級、三年級、四年級。指定課程:必須先修MA1003。且檢定指定課程平均成績達50分以上。']"
61004AP2010-*,流體力學Fluid Mechanics,方思惟,3,一1/S1-625三56/S1-625,科學二館-625,必修,半,"['系所:限大氣科學學系。年級:限二年級。', '系所:限大氣科學學系。年級:限三年級、四年級。', '系所:限輔系-大氣科學系、雙主修-大氣科學系。', '系所:限地球科學學系。年級:限二年級、三年級、四年級。', '學院:限地球科學學院。年級:限二年級、三年級、四年級。']"
61006AP3002-*,大氣動力學Atmospheric Dynamics,黃清勇,3,三12/S1-625五56/S1-625,科學二館-625,必修,全,"['系所:限大氣科學學系。年級:限三年級。', '系所:限大氣科學學系。年級:限四年級。', '系所:限輔系-大氣科學系、雙主修-大氣科學系。', '系所:限大氣科學學系。年級:限二年級。']"
61009AP3050-*,空氣污染學Air Pollution,林能暉許桂榮,3,三56/S1-713四5/S1-713,科學二館-713,選修,半,['學制:限學士班。年級:限二年級、三年級、四年級。']
61010AP3080-*,氣候變遷與地球災害概論Introduction to Global Change and Earth Hazards,林沛練葉一慶王士榮,2,三78/S1-713,科學二館-713,選修,半,"['學院:限地球科學學院。年級:限三年級、四年級。', '系所:限學分學程-氣候與環境變遷。', '學院:限地球科學學院。年級:限二年級。']"
61011AP3111-*,專題討論,廖宇慶鍾高陞張偉裕,1,三34/S1-804,科學二館-804,選修,半,['系所:限大氣科學學系、地球科學學院學士班。年級:限二年級、三年級、四年級。']
61012AP4015-*,天氣學與天氣分析Synoptic Meteorology and Weather Analysis,鍾高陞張偉裕,3,一2/S1-713四6/S1-713五34/S1-713,科學二館-713,必修,全,"['系所:限大氣科學學系。年級:限三年級。', '系所:限大氣科學學系。', '系所:限輔系-大氣科學系、雙主修-大氣科學系。', '學制:限碩士班。系所:限大氣科學學系。']"
61014AP4023-*,中尺度氣象學概論The introduction of mesoscale meteorology,張偉裕,3,二56/S1-804四5/S1-804,科學二館-804,選修,半,[]
61016AP4041-*,環境檢測原理Principle of Environmental Sampling and Analysis,許桂榮,2,五34/S1-625,科學二館-625,選修,半,[]
61017AP4051-*,專題研究,方思惟,1,三7/S1-804,科學二館-804,選修,半,['系所:限大氣科學學系。年級:限二年級、三年級、四年級。']
61020AP4064-*,天氣與人工智慧,周哲維,3,三ABC/S1-713,科學二館-713,選修,半,"['系所:限大氣科學學系。', '年級:限非一年級。', '學院:限地球科學學院。系所:限。', '年級:限非一年級。']"
61021AP6004-A,（氣組）書報討論  ＩSeminar Ⅰ碩一天氣動力組[密碼卡:部份使用],廖宇慶,1,五78/S1-713,科學二館-713,必修,全,['系所:限大氣科學學系大氣物理碩士班。年級:限一年級。']
61022AP6004-B,（氣組）書報討論  ＩSeminar Ⅰ碩一季風與氣候組,黃清勇,1,五78/S1-804,科學二館-804,必修,全,['系所:限大氣科學學系大氣物理碩士班。年級:限一年級。']
61023AP6008-A,（氣組）書報討論  ⅡSeminar Ⅱ碩二天氣動力組[密碼卡:部份使用],方思惟,1,五78/S1-814,科學二館-814,必修,全,['系所:限大氣科學學系大氣物理碩士班。年級:限二年級。']
61024AP6008-B,（氣組）書報討論  ⅡSeminar Ⅱ碩二季風與氣候組,許桂榮,1,五78/S1-803,科學二館-803,必修,全,['系所:限大氣科學學系大氣物理碩士班。年級:限二年級。']
61025AP6010-*,專題研究Special Topics,指導教授,1,五9/*-***,其他-***,選修,全,"['系所:限大氣科學學系大氣物理碩士班。', '年級:限非一年級。']"
61027AP6047-*,高等大氣動力學Advanced Atmospheric Dynamics,李永安,3,一567/S1-804,科學二館-804,選修,半,[]
61030AP6117-*,GNSS氣象學GNSS meteorology,黃成勇,3,二789/S1-802,科學二館-802,選修,半,['系所:限大氣科學學系大氣物理碩士班、大氣科學學系大氣物理博士班。']
61033AP8012-*,專題研究,指導教授,1,五9/S1-804,科學二館-804,選修,半,['系所:限大氣科學學系大氣物理博士班。']
61034AP8014-*,專題研究,指導教授,1,五9/S1-803,科學二館-803,選修,半,['系所:限大氣科學學系大氣物理博士班。']
61036AP8062-*,大氣化學特論Special Topics on Atmospheric Chemistry,林能暉,3,四789/HK-306,客家學院大樓-306,選修,半,[]
62001GP1014-*,向量分析Vector Analysis,顏宏元,2,三AB/S-112,科學一館-112,選修,半,"['系所:限地球科學學系。', '系所:限地球科學學院學士班。']"
62002GP1017-*,程式語言與應用Computer Languages and the applications地科院學士班一年級可選修,陳伯飛林彥宇,2,五56/S-218,科學一館-218,必修,半,['系所:限地球科學學系。年級:限一年級。']
